"id","year","month","state_name","state_code","assembly_no","ac_name","ac_type","candidate_name","sex","age","candidate_type","party","position","ac_total_candidates","total_electors","total_votes","total_valid_votes","vote_share_percentage","margin","margin_percentage","turnout_percentage","poll_no","delimit_id"
88324,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Sampath E","MALE",62.0,"GEN","IND",3.0,11.0,176519.0,6553.0,137149.0,4.78,506.0,0.37,77.7,0.0,4.0
88325,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Venkatesan G","MALE",43.0,"GEN","BJP",4.0,11.0,176519.0,6047.0,137149.0,4.41,4295.0,3.13,77.7,0.0,4.0
88326,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Shameel Ahmed V","MALE",38.0,"GEN","IND",5.0,11.0,176519.0,1752.0,137149.0,1.28,267.0,0.19,77.7,0.0,4.0
88327,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Gopi C","MALE",34.0,"GEN","IND",6.0,11.0,176519.0,1485.0,137149.0,1.08,17.0,0.01,77.7,0.0,4.0
88328,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Sundar N","MALE",54.0,"GEN","BSP",7.0,11.0,176519.0,1468.0,137149.0,1.07,54.0,0.04,77.7,0.0,4.0
88329,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Hameed S A","MALE",51.0,"GEN","IND",8.0,11.0,176519.0,1414.0,137149.0,1.03,340.0,0.25,77.7,0.0,4.0
88330,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Baseer Ahmed P","MALE",56.0,"GEN","IJK",9.0,11.0,176519.0,1074.0,137149.0,0.78,100.0,0.07,77.7,0.0,4.0
88331,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Syed Badruddin N","MALE",38.0,"GEN","INL",10.0,11.0,176519.0,974.0,137149.0,0.71,223.0,0.16,77.7,0.0,4.0
88332,"2011","5","Tamil Nadu","33",10.0,"Ambur","GEN","Rahaman N","MALE",45.0,"GEN","IND",11.0,11.0,176519.0,751.0,137149.0,0.55,0.0,0.0,77.7,0.0,4.0
88333,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Balasubramanir E","MALE",48.0,"GEN","AIADMK",1.0,15.0,212306.0,79182.0,161075.0,49.16,28006.0,17.39,75.87,0.0,4.0
88334,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Nazeer Ahmedv R","MALE",33.0,"GEN","MAMAK",2.0,15.0,212306.0,51176.0,161075.0,31.77,43536.0,27.03,75.87,0.0,4.0
88335,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Madar Khaleellur Rahman","MALE",51.0,"GEN","SuNP",3.0,15.0,212306.0,7640.0,161075.0,4.74,597.0,0.37,75.87,0.0,4.0
88336,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Vasur","MALE",38.0,"GEN","DMDK",4.0,15.0,212306.0,7043.0,161075.0,4.37,1283.0,0.8,75.87,0.0,4.0
88337,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Venkatesank","MALE",48.0,"GEN","BJP",5.0,15.0,212306.0,5760.0,161075.0,3.58,1117.0,0.69,75.87,0.0,4.0
88338,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Ameen Basham","MALE",54.0,"GEN","PMK",6.0,15.0,212306.0,4643.0,161075.0,2.88,3011.0,1.87,75.87,0.0,4.0
88339,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Nota","None","","GEN","NOTA",7.0,15.0,212306.0,1632.0,161075.0,1.01,665.0,0.41,75.87,0.0,4.0
88340,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Sundarn","MALE",59.0,"GEN","BSP",8.0,15.0,212306.0,967.0,161075.0,0.6,219.0,0.14,75.87,0.0,4.0
88341,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Zaheeruzaman","MALE",31.0,"GEN","IND",9.0,15.0,212306.0,748.0,161075.0,0.46,174.0,0.11,75.87,0.0,4.0
88342,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Kalaikamarajn","MALE",30.0,"GEN","NTK",10.0,15.0,212306.0,574.0,161075.0,0.36,189.0,0.12,75.87,0.0,4.0
88343,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Murali Mohanm","MALE",32.0,"GEN","SHS",11.0,15.0,212306.0,385.0,161075.0,0.24,9.0,0.01,75.87,0.0,4.0
88344,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Dhaurmanv","MALE",74.0,"GEN","PPIS",12.0,15.0,212306.0,376.0,161075.0,0.23,1.0,0.0,75.87,0.0,4.0
88345,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Gopinathd","MALE",39.0,"GEN","VBMP",13.0,15.0,212306.0,375.0,161075.0,0.23,144.0,0.09,75.87,0.0,4.0
88346,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Parthibanv","MALE",36.0,"GEN","IND",14.0,15.0,212306.0,231.0,161075.0,0.14,38.0,0.02,75.87,0.0,4.0
88347,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Syamalam","FEMALE",44.0,"GEN","RSPS",15.0,15.0,212306.0,193.0,161075.0,0.12,43.0,0.03,75.87,0.0,4.0
88348,"2016","5","Tamil Nadu","33",11.0,"Ambur","GEN","Krishnang","MALE",60.0,"GEN","IND",16.0,15.0,212306.0,150.0,161075.0,0.09,0.0,0.0,75.87,0.0,4.0
88349,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Vilwanathan A C","MALE",61.0,"GEN","DMK",1.0,13.0,240343.0,90476.0,177878.0,50.86,20232.0,11.37,74.01,0.0,4.0
88350,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Nazar Mohamed K","MALE",49.0,"GEN","AIADMK",2.0,13.0,240343.0,70244.0,177878.0,39.49,60094.0,33.78,74.01,0.0,4.0
88351,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Maharunnisha","FEMALE",38.0,"GEN","NTK",3.0,13.0,240343.0,10150.0,177878.0,5.71,8357.0,4.7,74.01,0.0,4.0
88352,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Umar Farook Asa","MALE",57.0,"GEN","SDPI",4.0,13.0,240343.0,1793.0,177878.0,1.01,155.0,0.09,74.01,0.0,4.0
88353,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Raja S","MALE",37.0,"GEN","MNM",5.0,13.0,240343.0,1638.0,177878.0,0.92,221.0,0.12,74.01,0.0,4.0
88354,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Nota","None","","GEN","NOTA",6.0,13.0,240343.0,1417.0,177878.0,0.8,736.0,0.41,74.01,0.0,4.0
88355,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Wazeer Ahmed J","MALE",49.0,"GEN","BSP",7.0,13.0,240343.0,681.0,177878.0,0.38,318.0,0.18,74.01,0.0,4.0
88356,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Mani S P","MALE",63.0,"GEN","All Pensioner's Party",8.0,13.0,240343.0,363.0,177878.0,0.2,44.0,0.02,74.01,0.0,4.0
88357,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Ashok Kumar C","MALE",34.0,"GEN","Anaithu Makkal Puratchi Katchi",9.0,13.0,240343.0,319.0,177878.0,0.18,66.0,0.04,74.01,0.0,4.0
88358,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Rajinikanth P","MALE",41.0,"GEN","IND",10.0,13.0,240343.0,253.0,177878.0,0.14,52.0,0.03,74.01,0.0,4.0
88359,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Murugan L","MALE",53.0,"GEN","IND",11.0,13.0,240343.0,201.0,177878.0,0.11,41.0,0.02,74.01,0.0,4.0
88360,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","George V A","MALE",65.0,"GEN","IND",12.0,13.0,240343.0,160.0,177878.0,0.09,59.0,0.03,74.01,0.0,4.0
88361,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Parthiban V","MALE",40.0,"GEN","All India Youth Development Party",13.0,13.0,240343.0,101.0,177878.0,0.06,19.0,0.01,74.01,0.0,4.0
88362,"2021","5","Tamil Nadu","33",12.0,"Ambur","GEN","Kareem Basha A","MALE",48.0,"GEN","Rashtriya Ulama Council",14.0,13.0,240343.0,82.0,177878.0,0.05,0.0,0.0,74.01,0.0,4.0
88363,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Kalaiarasu M","MALE",56.0,"GEN","PMK",1.0,12.0,188555.0,80233.0,147194.0,54.51,27903.0,18.96,78.06,0.0,4.0
88364,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Velu V B","MALE",36.0,"GEN","DMDK",2.0,12.0,188555.0,52330.0,147194.0,35.55,47634.0,32.36,78.06,0.0,4.0
88365,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Dharman M","MALE",41.0,"GEN","MMKA",3.0,12.0,188555.0,4696.0,147194.0,3.19,2077.0,1.41,78.06,0.0,4.0
88366,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Velu K","MALE",35.0,"GEN","IND",4.0,12.0,188555.0,2619.0,147194.0,1.78,657.0,0.45,78.06,0.0,4.0
88367,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Shanmugam Dr R","MALE",34.0,"GEN","IND",5.0,12.0,188555.0,1962.0,147194.0,1.33,593.0,0.4,78.06,0.0,4.0
88368,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Albert Anbarasu","MALE",31.0,"GEN","IJK",6.0,12.0,188555.0,1369.0,147194.0,0.93,351.0,0.24,78.06,0.0,4.0
88369,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Renu S","MALE",33.0,"GEN","BSP",7.0,12.0,188555.0,1018.0,147194.0,0.69,347.0,0.24,78.06,0.0,4.0
88370,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Velu G","MALE",39.0,"GEN","IND",8.0,12.0,188555.0,671.0,147194.0,0.46,66.0,0.04,78.06,0.0,4.0
88371,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Chandran C","MALE",63.0,"GEN","LJP",9.0,12.0,188555.0,605.0,147194.0,0.41,6.0,0.0,78.06,0.0,4.0
88372,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Dakshinamoorthy T","MALE",46.0,"GEN","AIPPMR",10.0,12.0,188555.0,599.0,147194.0,0.41,14.0,0.01,78.06,0.0,4.0
88373,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Kaliaperumal V","MALE",60.0,"GEN","IND",11.0,12.0,188555.0,585.0,147194.0,0.4,78.0,0.05,78.06,0.0,4.0
88374,"2011","5","Tamil Nadu","33",10.0,"Anaikattu","GEN","Soundar Rajan S","MALE",42.0,"GEN","PPIS",12.0,12.0,188555.0,507.0,147194.0,0.34,0.0,0.0,78.06,0.0,4.0
88375,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Nandakumar A P","MALE",47.0,"GEN","DMK",1.0,24.0,231928.0,77058.0,181622.0,42.43,8768.0,4.83,78.31,0.0,4.0
88376,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Kalaiarasu M","MALE",61.0,"GEN","AIADMK",2.0,24.0,231928.0,68290.0,181622.0,37.6,43579.0,23.99,78.31,0.0,4.0
88377,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Elavazagan K L","MALE",47.0,"GEN","PMK",3.0,24.0,231928.0,24711.0,181622.0,13.61,22078.0,12.16,78.31,0.0,4.0
88378,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Palani P S","MALE",37.0,"GEN","TMC(M)",4.0,24.0,231928.0,2633.0,181622.0,1.45,883.0,0.49,78.31,0.0,4.0
88379,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Vijayakumar K","MALE",46.0,"GEN","BJP",5.0,24.0,231928.0,1750.0,181622.0,0.96,513.0,0.28,78.31,0.0,4.0
88380,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Nota","None","","GEN","NOTA",6.0,24.0,231928.0,1237.0,181622.0,0.68,514.0,0.28,78.31,0.0,4.0
88381,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Sivaraj K","MALE",36.0,"GEN","NTK",7.0,24.0,231928.0,723.0,181622.0,0.4,44.0,0.02,78.31,0.0,4.0
88382,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Karunanithi E","MALE",49.0,"GEN","BSP",8.0,24.0,231928.0,679.0,181622.0,0.37,18.0,0.01,78.31,0.0,4.0
88383,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Chandrasekar D","MALE",52.0,"GEN","IND",9.0,24.0,231928.0,661.0,181622.0,0.36,45.0,0.02,78.31,0.0,4.0
88384,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Sampath G","MALE",45.0,"GEN","IND",10.0,24.0,231928.0,616.0,181622.0,0.34,92.0,0.05,78.31,0.0,4.0
88385,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Udayakumar N","MALE",39.0,"GEN","IND",11.0,24.0,231928.0,524.0,181622.0,0.29,131.0,0.07,78.31,0.0,4.0
88386,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Venkatesan P","MALE",45.0,"GEN","UMK",12.0,24.0,231928.0,393.0,181622.0,0.22,40.0,0.02,78.31,0.0,4.0
88387,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Elavarasan A","MALE",56.0,"GEN","IND",13.0,24.0,231928.0,353.0,181622.0,0.19,41.0,0.02,78.31,0.0,4.0
88388,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Nandhakumar T","MALE",35.0,"GEN","IND",14.0,24.0,231928.0,312.0,181622.0,0.17,66.0,0.04,78.31,0.0,4.0
88389,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Kalaiyarasan P","MALE",40.0,"GEN","IND",15.0,24.0,231928.0,246.0,181622.0,0.14,44.0,0.02,78.31,0.0,4.0
88390,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Pushparaj R","MALE",45.0,"GEN","PPIS",16.0,24.0,231928.0,202.0,181622.0,0.11,5.0,0.0,78.31,0.0,4.0
88391,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Srinivasan R","MALE",49.0,"GEN","NMK",17.0,24.0,231928.0,197.0,181622.0,0.11,6.0,0.0,78.31,0.0,4.0
88392,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Sudhakar M","MALE",37.0,"GEN","VBMP",18.0,24.0,231928.0,191.0,181622.0,0.11,39.0,0.02,78.31,0.0,4.0
88393,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Kattavarayan M","MALE",46.0,"GEN","GPI",19.0,24.0,231928.0,152.0,181622.0,0.08,6.0,0.0,78.31,0.0,4.0
88394,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Nandakumar M","MALE",30.0,"GEN","IND",20.0,24.0,231928.0,146.0,181622.0,0.08,18.0,0.01,78.31,0.0,4.0
88395,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Mahalakshmi A","FEMALE",43.0,"GEN","IND",21.0,24.0,231928.0,128.0,181622.0,0.07,6.0,0.0,78.31,0.0,4.0
88396,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Nandakumar V","MALE",30.0,"GEN","IND",22.0,24.0,231928.0,122.0,181622.0,0.07,18.0,0.01,78.31,0.0,4.0
88397,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Balaraman M","MALE",77.0,"GEN","IND",23.0,24.0,231928.0,104.0,181622.0,0.06,2.0,0.0,78.31,0.0,4.0
88398,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Govinda Ammal","FEMALE",40.0,"GEN","RSPS",24.0,24.0,231928.0,102.0,181622.0,0.06,10.0,0.01,78.31,0.0,4.0
88399,"2016","5","Tamil Nadu","33",11.0,"Anaikattu","GEN","Sivakumar T","MALE",33.0,"GEN","SP",25.0,24.0,231928.0,92.0,181622.0,0.05,0.0,0.0,78.31,0.0,4.0
88400,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","A P Nandakumar","MALE",52.0,"GEN","DMK",1.0,13.0,256722.0,95159.0,197805.0,48.11,6360.0,3.22,77.05,0.0,4.0
88401,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","D Velazhagan","MALE",51.0,"GEN","AIADMK",2.0,13.0,256722.0,88799.0,197805.0,44.89,80674.0,40.78,77.05,0.0,4.0
88402,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","A Sumithra","FEMALE",34.0,"GEN","NTK",3.0,13.0,256722.0,8125.0,197805.0,4.11,6334.0,3.2,77.05,0.0,4.0
88403,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","Nota","None","","GEN","NOTA",4.0,13.0,256722.0,1791.0,197805.0,0.91,434.0,0.22,77.05,0.0,4.0
88404,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","M Senthil Kumar","MALE",42.0,"GEN","IND",5.0,13.0,256722.0,1357.0,197805.0,0.69,217.0,0.11,77.05,0.0,4.0
88405,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","V D Sathish Kumar","MALE",30.0,"GEN","AMMK",6.0,13.0,256722.0,1140.0,197805.0,0.58,672.0,0.34,77.05,0.0,4.0
88406,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","P Venkatesan","MALE",46.0,"GEN","IND",7.0,13.0,256722.0,468.0,197805.0,0.24,140.0,0.07,77.05,0.0,4.0
88407,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","K Rajasekar","MALE",29.0,"GEN","IJK",8.0,13.0,256722.0,328.0,197805.0,0.17,149.0,0.08,77.05,0.0,4.0
88408,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","M Rajbabu","MALE",36.0,"GEN","IND",9.0,13.0,256722.0,179.0,197805.0,0.09,29.0,0.01,77.05,0.0,4.0
88409,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","T Mathan Kumar","MALE",30.0,"GEN","IND",10.0,13.0,256722.0,150.0,197805.0,0.08,41.0,0.02,77.05,0.0,4.0
88410,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","N Kirubakaran","MALE",42.0,"GEN","IND",11.0,13.0,256722.0,109.0,197805.0,0.06,15.0,0.01,77.05,0.0,4.0
88411,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","K Naveenkumar","MALE",32.0,"GEN","IND",12.0,13.0,256722.0,94.0,197805.0,0.05,32.0,0.02,77.05,0.0,4.0
88412,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","R Karunamoorthy","MALE",40.0,"GEN","IND",13.0,13.0,256722.0,62.0,197805.0,0.03,18.0,0.01,77.05,0.0,4.0
88413,"2021","5","Tamil Nadu","33",12.0,"Anaikattu","GEN","M Arun","MALE",32.0,"GEN","IND",14.0,13.0,256722.0,44.0,197805.0,0.02,0.0,0.0,77.05,0.0,4.0
88414,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Thangatamilselvan","MALE",49.0,"GEN","AIADMK",1.0,22.0,209097.0,91721.0,170652.0,53.75,21031.0,12.32,81.61,0.0,4.0
88415,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Mookaiah L","MALE",66.0,"GEN","DMK",2.0,22.0,209097.0,70690.0,170652.0,41.42,69030.0,40.45,81.61,0.0,4.0
88416,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Kumar R","MALE",41.0,"GEN","BJP",3.0,22.0,209097.0,1660.0,170652.0,0.97,645.0,0.38,81.61,0.0,4.0
88417,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Rajapandi R","MALE",32.0,"GEN","JMM",4.0,22.0,209097.0,1015.0,170652.0,0.59,54.0,0.03,81.61,0.0,4.0
88418,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Pitchaimani S","MALE",32.0,"GEN","IND",5.0,22.0,209097.0,961.0,170652.0,0.56,261.0,0.15,81.61,0.0,4.0
88419,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Mahalingam U","MALE",53.0,"GEN","IND",6.0,22.0,209097.0,700.0,170652.0,0.41,80.0,0.05,81.61,0.0,4.0
88420,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Easwaran S","MALE",32.0,"GEN","BSP",7.0,22.0,209097.0,620.0,170652.0,0.36,28.0,0.02,81.61,0.0,4.0
88421,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Muthupandi M","MALE",31.0,"GEN","IND",8.0,22.0,209097.0,592.0,170652.0,0.35,75.0,0.04,81.61,0.0,4.0
88422,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Balakrishnan R","MALE",31.0,"GEN","IND",9.0,22.0,209097.0,517.0,170652.0,0.3,195.0,0.11,81.61,0.0,4.0
88423,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Thangamuthu K","MALE",26.0,"GEN","IND",10.0,22.0,209097.0,322.0,170652.0,0.19,94.0,0.06,81.61,0.0,4.0
88424,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Selvakumar M","MALE",48.0,"GEN","IND",11.0,22.0,209097.0,228.0,170652.0,0.13,4.0,0.0,81.61,0.0,4.0
88425,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Muruganandam R","MALE",47.0,"GEN","IJK",12.0,22.0,209097.0,224.0,170652.0,0.13,21.0,0.01,81.61,0.0,4.0
88426,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Seralathan C","MALE",31.0,"GEN","IND",13.0,22.0,209097.0,203.0,170652.0,0.12,5.0,0.0,81.61,0.0,4.0
88427,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Ramar S M","MALE",39.0,"GEN","IND",14.0,22.0,209097.0,198.0,170652.0,0.12,26.0,0.02,81.61,0.0,4.0
88428,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Gurusamy S S","MALE",49.0,"GEN","IND",15.0,22.0,209097.0,172.0,170652.0,0.1,1.0,0.0,81.61,0.0,4.0
88429,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Palpandi K","MALE",41.0,"GEN","IND",16.0,22.0,209097.0,171.0,170652.0,0.1,18.0,0.01,81.61,0.0,4.0
88430,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Murugan R","MALE",50.0,"GEN","IND",17.0,22.0,209097.0,153.0,170652.0,0.09,40.0,0.02,81.61,0.0,4.0
88431,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Arunkumar V","MALE",28.0,"GEN","IND",18.0,22.0,209097.0,113.0,170652.0,0.07,6.0,0.0,81.61,0.0,4.0
88432,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Kalusivalingam M S","MALE",52.0,"GEN","IND",19.0,22.0,209097.0,107.0,170652.0,0.06,5.0,0.0,81.61,0.0,4.0
88433,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Easwaran R","MALE",33.0,"GEN","IND",20.0,22.0,209097.0,102.0,170652.0,0.06,5.0,0.0,81.61,0.0,4.0
88434,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Karunanithi R","MALE",61.0,"GEN","IND",21.0,22.0,209097.0,97.0,170652.0,0.06,11.0,0.01,81.61,0.0,4.0
88435,"2011","5","Tamil Nadu","33",10.0,"Andipatti","GEN","Anthoniraj S","MALE",45.0,"GEN","IND",22.0,22.0,209097.0,86.0,170652.0,0.05,0.0,0.0,81.61,0.0,4.0
88436,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Thangatamilselvam","MALE",54.0,"GEN","AIADMK",1.0,19.0,253826.0,103129.0,198609.0,51.93,30196.0,15.2,78.25,0.0,4.0
88437,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Mookaiah L","MALE",71.0,"GEN","DMK",2.0,19.0,253826.0,72933.0,198609.0,36.72,62157.0,31.3,78.25,0.0,4.0
88438,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Krishnamoorthy M N","MALE",40.0,"GEN","DMDK",3.0,19.0,253826.0,10776.0,198609.0,5.43,7311.0,3.68,78.25,0.0,4.0
88439,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Chakkaravarthi R","MALE",32.0,"GEN","BJP",4.0,19.0,253826.0,3465.0,198609.0,1.74,1556.0,0.78,78.25,0.0,4.0
88440,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Nota","None","","GEN","NOTA",5.0,19.0,253826.0,1909.0,198609.0,0.96,591.0,0.3,78.25,0.0,4.0
88441,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Anandha Babu M","MALE",29.0,"GEN","NTK",6.0,19.0,253826.0,1318.0,198609.0,0.66,92.0,0.05,78.25,0.0,4.0
88442,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Vaigai Sekar Balasundaram S","MALE",52.0,"GEN","IND",7.0,19.0,253826.0,1226.0,198609.0,0.62,409.0,0.21,78.25,0.0,4.0
88443,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Ravi K","MALE",53.0,"GEN","PMK",8.0,19.0,253826.0,817.0,198609.0,0.41,296.0,0.15,78.25,0.0,4.0
88444,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Panneerselvam S","MALE",63.0,"GEN","IND",9.0,19.0,253826.0,521.0,198609.0,0.26,51.0,0.03,78.25,0.0,4.0
88445,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Senthil Kumar R","MALE",40.0,"GEN","AIFB(S)",10.0,19.0,253826.0,470.0,198609.0,0.24,8.0,0.0,78.25,0.0,4.0
88446,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Murugesan","MALE",65.0,"GEN","IND",11.0,19.0,253826.0,462.0,198609.0,0.23,115.0,0.06,78.25,0.0,4.0
88447,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Sivakumar A","MALE",28.0,"GEN","TMMK",12.0,19.0,253826.0,347.0,198609.0,0.17,97.0,0.05,78.25,0.0,4.0
88448,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Murugan","MALE",45.0,"GEN","IND",13.0,19.0,253826.0,250.0,198609.0,0.13,56.0,0.03,78.25,0.0,4.0
88449,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Paramasivam T","MALE",63.0,"GEN","IND",14.0,19.0,253826.0,194.0,198609.0,0.1,6.0,0.0,78.25,0.0,4.0
88450,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Veerachamy R","MALE",34.0,"GEN","IND",15.0,19.0,253826.0,188.0,198609.0,0.09,11.0,0.01,78.25,0.0,4.0
88451,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Vasudevan A","MALE",41.0,"GEN","IND",16.0,19.0,253826.0,177.0,198609.0,0.09,36.0,0.02,78.25,0.0,4.0
88452,"2016","5","Tamil Nadu","33",11.0,"Andipatti","GEN","Renga Thurai D","MALE",33.0,"GEN","GMI",17.0,19.0,253826.0,141.0,198609.0,0.07,29.0,0.01,78.25,0.0,4.0
